country,barcode,product_name,brand,sugar_content_per_100g
germany,4000140713170,Bitter Lemon,Schweppes,12.1
germany,4017943115537,Landpark Bio-Quelle Grantapfel Acai,Landpark,3.4
germany,4060800148766,Pepsi Max,Pepsi,0.0
germany,4102560020286,Apfel-Pflaume Schorle,Rhön Sprudel,5.4
germany,4047247003100,River Mix,River,9.2
germany,4102380038096,Hella Wellness Birne-Mango,Hella,5.1
germany,4337185361357,ProAqua Kirsch,K-Classic,3.6
germany,4017434002599,Garten-Limonade Orange,Bad Brambachee,11.0
germany,4056489412281,Sodasirup Cola Geschmack ohne Zuckerzusatz,Freeway,0.0
germany,4099200221779,Tonic Water Hofer,spitz,8.9
germany,4260178732325,Cola,,0.0
germany,4106180136419,Jim Him,9 Springe,3.5
germany,4001513001191,Limo Zitrone,Gerolsteiner,7.9
germany,4388840214341,Cola-Mix,ja!,0.0
germany,4008073153407,Zitronenlimonade,,0.5
germany,42296195,Sylter Brause,Der Friesennerz,9.9
germany,4260231222312,Fanta Exotic,Fanta,13.0
germany,4013256012082,Lichtenauer Mandarine Mango,Lichtenauer,9.3
germany,4000140713392,Schweppes Zero,Schweppes,0.0
germany,4013595644630,Vita Cola Mix,Thüringer Waldquell,10.0
germany,4048517634949,Die Limo - Leicht - Zitrone-Minze,Granini,5.1
germany,4104640026423,Erfrischungsgetränk mit Zitrone Ingwer Geschmack,Förstina Sprudel,10.0
germany,4311501420126,Spitzer,Edeka,7.5
germany,4008340000731,Spezi,Spezi,9.2
germany,4388441337241,,Penny,9.3
germany,5449000057914,#WHATTHEFANTA Ohne Zucker Limited Edition,Fanta,0.4
germany,4000140712661,Fruity mango & passionsfrucht,Schweppes,7.9
germany,4018715140610,Sinalco Cola,Sinalco,10.0
germany,4018715140603,Sinalco Orange,Sinalco,9.5
germany,4102610506692,Tonic Water,haindl’s,9.3
germany,12000810,,,0.0
germany,4104450004383,Vilsa Limette,Vilsa,11.1
germany,8002516613905,Limonata,,12.0
germany,9010800903037,Orange,Privatquelle Grouper GmbH,1.6
germany,4013595324921,Orangenlimonade,Rennsteig,8.1
germany,4313042734762,SOLIMATE,Solidrinks,5.0
germany,4260475680374,Cranberry Rosmarin Cosmo,Balis,7.1
germany,42335146,Bio-Orangenlimonade,,9.2
germany,4260310557571,Tonic Water,Thomas Henry,9.3
germany,4015533035999,Cola,Voelkel,8.5
germany,4311501418666,Cola,Edeka,9.7
germany,4013595645422,Vita Cola Pur,Vita Cola,11.0
germany,4902102144995,Fanta Pêche Blanche,Fanta,12.0
germany,5901586004053,Kirsche Brause,,0.0
germany,8032919465030,Il nostro chinotto,Lurisia,14.3
germany,80145455,Lemon soda la limonata solo da limoni italiani,Freedea,13.0
germany,5449000148728,coca cola zero,Coca-Cola,0.0
germany,20243258,Erfrischungsstäbchen Orange-Zitrone,Tomarchio,72.0
germany,9008700227872,Evil Juice Licky Lime,Rauch,9.5
germany,4021155101738,Mr Max,Mr Max,0.30000001192093
germany,5000112562439,Fanta orange zero,Fanta,0.3
germany,5060108450324,Indian tonic water,Fever-Tree,3.8
germany,8718692616233,Diet Tonic,Sodastream,0.0
germany,42202707,Top Sport ISO Light grapefruit citrus,TopSport,4.4
germany,5000112547801,Mezzo Mix,Coca-Cola,7.9
germany,4260705331854,The Good Drink,,3.1
germany,4005906002765,"Adelholzener, Adelholzener Apfelschorle Getränke",Adelholzener,5.8
germany,5449000263810,"Coca Cola Fanta mandarine ohne zuckerzusatz Coca-Cola Fanta mandarine ohne zuckerzusatz  Mehrweg Pet 1L X1 1 l (1,29 € / 1 l) zzgl. Pfand 0,15 €",Fanta,0.5
germany,42256731,Freeway Lemon Zero,Freeway,0.0
germany,4061459713213,Iso Light - Pink Grapefruit,TopSport,4.3
germany,7611330295337,Apfelschorle,Farmer,6.6999998092651
germany,5449000017956,"Getränke  MEZZO MIX  Coca-Cola MEZZO MIX  Mehrweg Pet 1L X1 1 l (1,29 € / 1 l) zzgl. Pfand 0,15 €",Mezzo Mix,10.1
germany,4014472002482,Kräuter,Bionade,5.0
germany,4009228121654,Cola-mix,,9.3
germany,4001217003781,Vivaris Sport,Vivaris,4.3
germany,4388860289350,Tonic Water,REWE Beste Wahl,8.2
germany,4388860580730,fanta,Penny,8.1
germany,4260044672083,Apfelsinfonie (Alkoholfrei Prickelnd),Manufaktur Jörg Geiger,10.8
germany,4260310550268,Bitter Lemon,Thomas Henry,10.0
germany,5449000004123,Fanta #what the fanta,Fanta,0.4
germany,42256267,Radler alkoholfrei,Karlskrone,6.0
germany,4013143050180,Ginger Ale,Bad Liebenwerda,9.2
germany,4102560040246,isoSport,Rhön Sprudel,4.2
germany,42202059,Aqua Wasser mit Kirschgeschmack,surf,3.4
germany,4007656053004,Schwarzwald Sprudel Orange Kalorienarm,Schwarzwald Sprudel,1.7
germany,4260605060199,Organic Power Drink Fruit Mango,Klosterkitchen,7.8
germany,5000112642988,Coca Cola Zimt ohne Zucker,Coca-Cola,0.0
germany,4104450003171,deit zuckerfrei Citro,deit,0.0
germany,4388860581003,ja! Zitronenlimonade,ja!,8.0
germany,42392231,Fruity (Beeren-mix),Quellbrunnen,6.7
germany,5000112643008,,Coca-Cola,0.0
germany,4311596600069,Booster Cola Energy Drink,Booster,33.0
germany,9001372996558,Prinzessin Emmy und ihre Pferde,Goal,5.7
germany,4260212911051,Kid's Cola,Holly,8.7
germany,4000140706202,Schweppes Ginger Beer,Schweppes,13.4
germany,85952492,Orange,Mattoni,4.5
germany,4025127092505,effect massive guava,effect,7.3
germany,4902102136501,Coca Cola Apple,Coca-Cola,11.4
germany,4066600300458,Spezi,Paulaner,9.2
germany,4337185149351,Fanta,K-Classic,9.2
germany,4262378650140,Emyo Limonade Mermaid Fantasy,Emyo,7.0
germany,4337185149542,Tonic Water,Kaufland,8.0
germany,4102380503136,Limo fruchtige Orange,Fürst Bismarck,6.7
germany,4004042226325,Cola,bizzl,11.0
germany,4260301527101,Coke Zero Lemon,Coca Cola,0.0
germany,4018873003901,Pittiplatch Kinder Cola,,7.9
germany,4004768261518,Allgäuer Schbrudl Orange,Allgäuer Alpenwasser,92.0
germany,4105960003651,Cubana,Höllensprudel,10.0
germany,9002349000469,Franken Markter Orange Zuckerfrei,Frankenmarkter,0.0
germany,4002627400856,Ilis Brause,Ileburger,3.5
germany,4260705331311,Lombi Cola Zero,Lombi,0.0
germany,4260667062742,ICE TEA Apricot Strawberry,4BRO,6.6
germany,4044703008518,The Real Cola Zero,Booster,0.07
germany,4008287948790,Spezi,Krombacher,9.0
germany,4004210805222,Gerri Zero Pink Grapefruit,Gerri,0.0
germany,4047247652971,,,6.2
germany,4001906000268,Cola Mix Wenig Kalorien,Adelholzener,4.0
germany,4002846034962,Misch Masch,Mio Mio,6.9
germany,4260231225498,Fanta Watermelon,Fanta,0.3
germany,4013595309478,Grapefruit Zitrone,,4.2
germany,9040400002243,Durst Löscher Kirsch-Banane,Durstlöscher,11.0
germany,4280001274099,kolla,kolle,8.0
germany,4102380502146,Frische Brise,,2.5
germany,4105750000754,Spezi Zero,Spezi,0.5
germany,4005608072851,Cola-Mix,VC,9.5
germany,4260178739799,Bio Schorle Kirsche & Granatapfel,Proviant,5.9
germany,4102430077471,Orginal Bitburger Fassbrause Zitrone,Bitburger,6.0
germany,4062139002252,"Pepsi Max, Cherry Geschmack",Pepsi,0.0
germany,4061458248693,Bio-Limonade - Orangengeschmack,Gut Bio,8.5
germany,42423003,Gerolsteiner Zitronen-Limonade,Gerolsteiner,7.9
germany,4388810057701,Cola,ja!,8.7
germany,9120033164959,Sovit,SV Natural Drinks,7.1
germany,42173564,Apfel Schorle,Netto,6.0
germany,5000112650556,Powerrade sports,,4.1
germany,4026285000920,Eistee Pfirsich,Bissinger Auerquelle,8.8
germany,4062139002238,Pepsi light,Pepsi,0.0
germany,4000140702501,Dr Pepper,Dr Pepper / Seven Up,6.8
germany,4000140012150,,Orangina,10.3
germany,4000140700583,Wild Berry,Schweppes,9.0
germany,4337185148712,K-Classic Cola -Z,K-Classic,0.1
germany,4004042020213,Zitronenlimonade,hassia,7.7
germany,4000140705625,Dr pepper,Dr Pepper,6.8
germany,54007826,Coca Cola Zero,coca Cola,0.0
germany,4004042227322,Cola - Mix,Bizzl,11.0
germany,5449000275523,Fanta Shokata,Fanta,6.8
germany,4011803092174,Spezi,Spezi,9.2
germany,86933148,Frutti,uludag,8.1
germany,4026259000079,Lipz Schorle Rhabarber,Egenberger Lebensmittel GmbH,4.49
germany,4005906002529,Adelholzener Bio Rhabarber,Adelholzener,7.2
germany,4001716036075,mein beckers bester - die Schorle Maracuja,Beckers Bester,6.6
germany,4104450001207,Vilsa limonade Orange,vilsa,9.0
germany,21107443,Fanta Lemon,Asda,0.0
germany,4002846034702,Lapacho Lemongrass,Mio Mio,4.8
germany,42359012,Bio Limonade Zitrone,Honest,5.7
germany,10526036131000000079,Durstlöscher,QuickVit,11.0
germany,4005517016052,Folsäure,Amecke,9.6
germany,4311501420157,Spritzer,Edeka,6.5
germany,4051913101038,Genuss Limonade Orange-Mandarine,Teinacher,10.0
germany,4334011008998,,real Quality,9.6
germany,4013595054149,Vita Cola Original,Thüringer Waldquelle,8.8
germany,4051913101069,Genuss Limonade Zitrone,Teinacher,11.0
germany,42186816,Tonic Water,Stardrink,8.5
germany,57106021,Appelsin,Frem,10.0
germany,4014472280101,Bionade Nat. Orange,Bionade,5.5
germany,4018715004240,Sinalco Zitrone,Sinalco,9.5
germany,4102610504940,RHODIUS Apfelschorle,Rhodius,5.8
germany,4102610007649,afri Cola,afri,11.0
germany,87222531,Raak Vruchtensiroop Reine-claude,Raak,6.7
germany,4017434000113,Zitronen-Limonade,Bad Brambacher,8.8
germany,5006075801233,Tee-Olé,Sachsen Quelle,7.6
germany,4014086011566,Fassbrause Mango,OeTTINGER,5.6
germany,5000112627428,Vio bio Limo,Vio,8.0
germany,4303147092119,iSO Sport,Blankenburger Bergquelle,5.8
germany,4334011190761,"real,- Quality Pfirsichsprudler",real,7.2
germany,4260107222279,Misch Masch,fritz,8.9
germany,4015042100706,Original Lemon Bitter Lemon,Original Lemon,10.0
germany,4000140710582,Tonic - Zero Indian Tonic Water,Schweppes,0.0
germany,4260605060007,Organic Power Drink Fruit Zitrone,Kloster Kitchen,7.8
germany,4005906274766,Active Fresh Orange Sternfrucht,Adelholzener,8.0
germany,5000112639384,Cherry ohne Zucker,Coca-Cola,0.0
germany,4002627405752,fruit & water Brombeere,Sachsenquelle,3.0
germany,8000845065457,,Fonti di Crodo,12.0
germany,8002270216558,Sanpellegrino Aranciata Rossa,San Pellegrino,8.8
germany,8002270386503,Sanpellegrino Aranciata,San Pellegrino,7.8
germany,8014396001024,,Schweppes,10.0
germany,8690723163407,Uludag Gazoz,,21.3
germany,8690723163506,Uludag Gazoz,Uludag,8.5
germany,7290013380517,Cola+Orange-Geschmack,Sodastream,0.6
germany,42372332,Limette,Freeway,4.2
germany,4039401002029,Karls Erdbeer Wasser mit Blubber,Karls,3.7
germany,4015533017858,BioZisch Rhabarber,Voelkel,6.0
germany,42369134,Wild Berry,Freeway,9.0
germany,7750182003339,Inca Kola,Coca Cola,10.5
germany,4008287919974,Krombacher's Fassbrause Maracuja,Krombacher,6.8
germany,3057640485053,Volvic Touch Refresh Edition Holunderblüte,Volvic,2.9
germany,9009700302132,Balance Juicy Erdbeere-pfeffer,Vöslauer,2.9
germany,4260231223111,Coca Cola Cherry,Coca Cola,11.4
germany,4001217004221,Emsland Sonne Orange,Emsland,8.7
germany,4013143050166,Tonic Water,Bad Liebenwerda,8.9
germany,5000112576894,Fanta,Fanta,0.3
germany,4006540001053,iso-light Erfrischungsgetränk,Zwiefalter Klosterbräu,4.2
germany,4002846036928,Kräuterbraut 7-Kräuterlomo,Mio Mio,4.7
germany,4260361930002,Glam Cola,Glam Cola,5.8
germany,4001513008602,"Linée, Litschi Limette",Gerolsteiner,3.8
germany,4008340000755,Spezi Zero,Spezi,0.5
germany,4334011009117,Apfelschorle,Real Quality,6.5
germany,4337185149498,Brause,K-Classic,0.5
germany,4388844267855,Spicy ginger,REWE Beste Wahl,12.0
germany,4053400013664,Clausthaler Radler,Clausthaler,6.8
germany,4004042254038,Premium Limonade Feine Johannisbeere,bizzl,8.7
germany,4004042240321,Bizzl lemon kalorienarm,bizzl,0.6
germany,4001568702050,Vitamalz,Vitamalz GmbH,7.9
germany,4005906004110,"Getränk, Johannisbeer",Adelholzener,3.8
germany,4388860280432,Bitter Lemon,Barkeeper,1.6
germany,4001518113448,Soft Cake Cola-Zitrone,Griesson,52.0
germany,4004042245517,Bizzl Sommer zuckerfrei,Bizzl,0.0
germany,4004661068511,Apfelschorle,Jacoby,6.2
germany,4002343000200,Ensinger Zitrone,Ensinger,8.5
germany,4004042245432,Bizzl Pink Grapefruit,Bizzl,0.0
germany,4005906005469,Adelholzener bio Schorle Apfel,Adelholzener,5.3
germany,4012750670620,Apfelschorle,Rewe Unser Norden,5.5
germany,4012852204235,Now Fresh Lemon,Lammsbräu,7.7
germany,4015732009197,Club Cola Original,,9.9
germany,4012852204242,"Now, Sunny Orange",Lammsbräu,8.4
germany,4012852204822,Golden Peach,now,6.6
germany,4014472005049,Holunder,Bionade,5.0
germany,4014819600777,Küstenbrause,Wittenseer,9.9
germany,4015533014963,BioZisch Bitter Lemon,BioZisch,7.0
germany,4018715002833,Sinalco Orange,Sinalco,9.0
germany,4021155116206,Brause Himbeer,Leynau,0.5
germany,4038745603527,TAPXYH,Monolith,9.9
germany,4045145295009,Die Limo Orange + Lemongras,granini,8.8
germany,4045145295207,"Die Limo, Pink Grapefruit & Cranberry",granini,9.1
germany,4048517634932,Die leichte Limo,Eckes-Granini,5.1
germany,4060800151360,"Pepsi, Cola",Pepsi,10.7
germany,4060800175878,7 up,7 up,7.0
germany,40413822,Durstlöscher Orange,Durstlöscher; riha Wesergold,11.0
germany,4060800111951,Mirinda,mirinda,9.4
germany,4060800151377,Pepsi light,Pepsi,0.0
germany,4060800158482,Pepsi light lemon,Pepsi,0.0
germany,4060800159816,Pepsi Max Cherry,Pepsi,0.04
germany,4102380027052,Erdbeere wasser,Hella,4.2
germany,4102610507088,Maya Mate,Rhodius,5.0
germany,42143536,Cola,Freeway,9.7
germany,42149668,Cola Zero,Surf,0.0
germany,42167280,Urbacher Apfelschorle,Urbacher,5.2
germany,42261162,Fruiity Pfirsich Melone,Active Fruits,6.5
germany,42342021,Bitter Lemon Limonade,Flirt,10.0
germany,4260178737115,NaturCola naturtrüb,Proviant,8.8
germany,4260310550251,bitter lemon,Thomas Henry,9.3
germany,42143680,Cola,Freeway,9.7
germany,42143826,Lemon (Sprite),Freeway,9.1
germany,42270188,IsoSport Grapefruit-Citrus,Freeway,3.9
germany,4260372590288,Orange,liba,8.0
germany,4260439790026,Intense,Black Forest Ginger,6.3
germany,4260436322213,Angeliter Orangenlimonade,Weltbrauerei,10.0
germany,4311596436040,Cola,Gut & Günstig,9.7
germany,4311596460892,Cola Mix Zero,Edeka,0.1
germany,5000112546873,,Coca-Cola,10.7
germany,5000112622720,Vio Bio Limo Leicht Zitrone Limette minze,,4.0
germany,5000112558265,Coca-Cola Zéro sucres,Coca-Cola,0.0
germany,5000112594041,Coca-Cola Zero Sugar Zero Koffein,Coca-Cola,0.0
germany,54004146,Schweppes Prem. Tonic Pink Pepper 20 CL Fles,Schweppes,8.8
germany,5449000051684,Coca-cola Standard,Coca cola,10.6
germany,5449000053565,Coca Cola Light,Coca-Cola,0.0
germany,5449000134059,Cola zero,Coca-Cola,0.0
germany,54492028,Sprite,Sprite,9.1
germany,5449000021205,Fanta Lemon,Fanta,10.7
germany,5449000050212,Coca light 1.5l,Coca cola zero,0.0
germany,5449000118301,Sprite,Sprite,9.1
germany,5449000147097,Bio Limo,Vio,9.5
germany,54490123,Coca-Cola,Coca-Cola,10.6
germany,7610097111416,Rivella,Rivella,9.0
germany,7610097126076,Rivella Refresh,Rivella,5.2
germany,7610238300921,Bitter Lemon,schweppes,9.0
germany,4260301524247,Fanta Tropical,Fanta,13.2
germany,5000112649710,Fanta Strawberry & Kiwi,Coca-Cola,10.2
germany,4102560010959,Apfel,Rhönsprudel,0.0
germany,5449000228970,Coca 900ml,Coca-Cola,10.6
germany,4001513001344,Gerolsteiner leichte Limo,Gerolsteiner,4.7
germany,5000112656213,Fanta,,0.1
germany,4011470734988,Feine Limo Zitrone,EiszeitQuell,9.1
germany,4004042254120,Zitrone Herb-Süss Limo,bizzl,11.0
germany,4270000121425,Super Soda,Heidelbeere Maca-Wurzel,3.4
germany,4337256393157,Bitter lemon,Penny,1.6
germany,4002627811522,Silber Zitronenlimonade,Frankenbrunnen,7.8
germany,4337256399029,Gurke Limette Minze Erfrischungsgetränk,Penny,6.7
germany,4001513006431,Wasser Blutorange Geschmack,Gerolsteiner,0.7
germany,4047247339766,Flying Power Zero Energy,Flying Power,0.0
germany,1094922076228,Orange,Hermann Brause,11.0
germany,4024984029976,Braumeisters Fassbrause Alkoholfrei Zitrone,Privatbräu Meissner Schwerter,7.8
germany,4000140714757,Dr Pepper - Vanilla Float,Dr Pepper / Seven Up,7.7
germany,4006714104986,Sugar Mami Cherry Lollipop,Sugar Mami,9.0
germany,4305615877938,Durstlöscher,Rossmann,8.8
germany,4260625020647,Aranciata by L’Osteria,,7.8
germany,4260301521789,Strawberry Lemonade,Arizona,4.9
germany,4262378650034,,,7.0
germany,4270001501202,Jakes Lemonade,,11.0
germany,8719128117263,Mirinda Orange,Sodastream,2.9000000953674
germany,4056489634911,limonada,Solevita,2.5
germany,4337185149429,Pink Grapefruit,K-Classic,9.5
germany,5449000042101,Fanta fruit twist,Fanta,4.55
germany,4022652617005,KALLE KOLA,Kalinsky,11.0
germany,4337185149900,Bitter Lemon,K-Classic,12.0
germany,54492493,Citron,Fanta,19.5
germany,54493438,Fanta exotic,Coca-Cola,0.0
germany,5060108450263,,CUVECO AS,7.4
germany,54491472,Coca Cola 500ml,Coca-Cola,10.6
germany,90162909,Red Bull 250ml,Red Bull,11.0
germany,40822938,Fanta Naranja,Fanta,10.5
germany,54491069,Sprite Summer,Sprite,1.9
germany,5449000131836,Zero Sugar,Coca-Cola,0.0
germany,4000140716966,Virgin Mojito,Schweppes,7.6
germany,4388810057671,Marathon Isotonischer Fitnessdrink,REWE,4.0
germany,5000112514124,Exotik,Fanta,6.0
germany,5449000133328,Coca-Cola Zero,Coca-Cola,0.0
germany,8850389103159,,Mogu mogu,11.875
germany,5449000223555,Zero Sugar Zero Koffein,Coca-Cola,0.0
germany,4005906002956,Bio Orange,Adelholzener,8.7
germany,8718612002061,Blueberry White Tea,Arizona,4.9
germany,8719128117256,Sirop 7up,Clas Ohlson,2.4
germany,5029396222334,Ginger Beer 275ml flaske Fentimans,Cask as,4.4
germany,4017943110372,Bio-Familie Apfel,Landpark,0.0
germany,4060800111890,Pepsi zero,Pepsi,0.0
germany,4062139002191,Pepsi,Pepsi,7.0
germany,5449000004840,Fanta Orange 2ltr,Fanta,10.3
germany,4014472002512,Bionade Holunder,Bionade,5.0
germany,4000140714658,Orangina zero,Orangina,0.5
germany,4316268612098,Kinderpunsch,Netto Marken-Discount,11.7
germany,4034457003914,SeeZüngle Birne,SeeZüngle,4.0
germany,4005249002606,veltins Fassbrause,Veltins,5.9
germany,3838471037037,Cockta Free,Cockta,0.2
germany,50112173,Fanta,Fanta,7.6
germany,4250843941077,Sunkist Kirsche,Sunkist,8.4
germany,4027109005817,Yellow Storm - Mangogeschmack,High Speed,3.9
germany,42142331,Orange,River,7.9
germany,4066600203735,Paulaner Limo Orange,Paulaner Limo,9.1
germany,4049768003904,Durstlöscher Cola Geschmack,Quickvit,11.0
germany,5060947541986,Monster Energy Juiced Aussie Lemonade Style,Monster Energy,9.7
germany,5449000267412,Coca-Cola,Coca-Cola,10.6
germany,5000112604726,Fanta orange,Fanta,7.58
germany,4335619069053,Hydrate¹⁰,Freeway,0.3
germany,4260313462179,Ingwer Lemon mit Ingwer-Aufguss,,10.5
germany,5000112554359,Coca Cola zéro,Coca-Cola,0.0
germany,5449000050205,Coca-Cola Light,Coca-Cola,0.0
germany,8718907783668,Sinas regular,Albert Heijn,5.5
germany,4068706120886,Pink Grapefeuit,Flirt,8.0
germany,42194415,"Citronade, Citrusgeschmack",Freeway,6.5
germany,4008287949681,Spezi,Krombacher,9.0
germany,42414179,Apfel Schorle,Solevita,6.12
germany,4260107222989,Fritz-Limo Orange,Fritz-kola,8.7
germany,42282136,Lemonaid+ Citron vert,Lemonaid,6.0
germany,8050327350007,Lemon soda,Crodo,12.0
germany,4061458283656,Orange Zero,Flirt,0.0
germany,4048517733406,Fresh Kirsche,Granini,3.3
germany,87126860,Fanta Orange,Fanta,7.6
germany,90357879,Coca Cola Zero Sugar,Coca Cola,0.0
germany,4260286345011,Apfelschorle,,4.73
germany,4068706036828,Cola Vanilla Zero Sugr,River,0.0
germany,42178231,Grapefruit light,Freeway,0.5
germany,5449000283900,Coca-Cola,Coca-Cola,10.6
germany,43115563,Edeka Der Grüne Lychee,Edeka,6.0
germany,4061458252669,Iso Light Grapefruit-Citrus,TopSport,4.3
germany,5000112576900,Sprite,Sprite,0.0
germany,4048517746567,Die Limo Dark Berries-Guarana,Granini,8.2
germany,5000112647112,Bio Limo Dark Berries,Vio,7.5
germany,5060108450508,Mediterranean Tonic Water,Fever-Tree,7.9
germany,4018715002536,,Sinalco,10.0
germany,4337256171649,Barkeeper Lavendel Tonic,,8.9
germany,4051913101090,Genuss limonade,Teinacher,8.9
germany,4102380026031,Erdbeere,Hansa,4.2
germany,3057640552038,"Touch Mango Passionsfrucht Zero 1,5L",Volvic,0.0
germany,4002846036850,Brombeere Rosmarin,Kräuterbraut Limo,4.9
germany,4062139002290,Schwip Schwap,PepsiCo,9.7
germany,4062139001828,Schwip Schwap Zero Lemon Taste,PepsiCo,0.3
germany,4014472279198,Himbeer-Pflaume,Bionade,4.6
germany,4260339812316,Mate Mango,Acáo,4.1
germany,4104640010354,Plus Lemon,Förstina Sprudel,0.0
germany,42368892,Maracuja spritz,Lidl,5.9
germany,8437009805886,TONIC WATER 1724,1724,4.9
germany,4013791009011,Fassbrause,Landskron,8.0
germany,4018715004417,fruchtige Cola Mix Limo,Sinalco,8.8
germany,4051913101168,Genuss Limonade Mango-Maracuja-Organge,Teinacher,9.6
germany,5449000110039,"Sprite Zero 1,5L",Sprite,0.0
germany,4260107220299,Apfel-Kirsch-Holunder,fritz-limo,7.0
germany,4048517742682,Die Limo Orange-Lemongras,granini,8.8
germany,4260107220015,fritz-kola Original,fritz-kola,9.9
germany,42256724,Freeway Orange Zero,Freeway,0.3
germany,5449000143129,Mezzo Mix Zero,Coca cola,0.2
germany,42182955,Flirt Bitter Lemon,Flirt,10.0
germany,4060800148926,Pepsi,Pepsi,10.7
germany,5449000227560,,Coca Cola,0.0
germany,3057640540813,"Volvic Limotion Zitrone & Limette 0,9L EW",Volvic,4.4
germany,42390220,"Volvic Bio Coffee mit Mocca- & Zitronengeschmack 0,37L EW",Volvic,2.3
germany,42406723,The Power Of Energy -  Kokos Blaubeere,Speedstar,11.0
germany,42217093,Flirt Zero Orange,Flirt,0.0
germany,42141211,River Cola Classic,River,9.2
germany,0079581185017,Calypso Pineapple peach limeade,Calypso,11.0
germany,4061458202039,River Cola Zero,River,0.0
germany,4000140012754,Tonic Water,Schweppes,8.9
germany,42227281,Lemonaid+ Maracuja,Lemonaid+,5.5
germany,7610097111188,Rivella Rot Original,rivella,9.0
germany,4388860230697,Cola mix,Ja!,8.4
germany,23293823,Ben‘s Bitter Rosso,San Benedetto,10.0
germany,4104450000934,Erfrischungsgetränk mit Limettengeschmack,Vilsa,11.1
germany,4046300889507,Grüner Tee Limette,Rottaler,8.5
germany,5000112546477,"Cola Cola mezzo mix PETE 1 0,25€ Pfand Kohlensäuriges Erfrischungsgetränk mit Pflanzenextrakten und feinen Orangengeschmack 1,25l 0,99€ 1l 0,79€",Mezzo mix,10.1
germany,4002627801042,Orangenlimonade,Raspa,11.0
germany,42282051,Vital Zitrone,Carolinen,1.6
germany,4018715004714,Orangenlimonade Zero,Sinalco,0.0
germany,9015160106241,Cola-Mix Orange,Spezi,10.0
germany,4262408610137,Yuniq Yuzu-Limonade,,6.9
germany,4260694071984,ALGE Limetten Geschmack Alkoholfreies Koffeinhaltige,ALGE X FJU,7.0
germany,4255693800147,,,12.0
germany,4015533033476,Die faire Limo,Voelkel,7.5
germany,42095064,Flensburger Malz,Flensburger,0.9
germany,4056489126768,Apfel-Kirsch,Solevita,5.9
germany,4015533100680,BioZisch,Voelkel,5.6
germany,4311501672280,Bio Ingwer-Orange Drink,Edeka,6.5
germany,4100060028382,Durstlöscher,Weser Gold / riha,10.0
germany,9008700192415,Yippy - Erdbeere,Rauch,7.3
germany,4023378013072,Aldersbacher Sport Mix,Aldersbacher,10.0
germany,4015042100034,Splish Zitrone,Splish,8.6
germany,42395485,BAOBAB Power,Speedstar,10.6
germany,4019313006025,Deit orange,deit,0.5
germany,4062139000791,Pepsi,Pepsi,7.0
germany,7640164520315,Antiox Lemon & Lime,Focus Watee,4.0
germany,4902494170091,blue berry ramune soda,Hatakosen,9.7
germany,3174780006235,Sprite,Sprite,6.6
germany,4005906002758,Bio-Apfelschorle,Adelholzener,5.3
germany,5000112620597,Fanta Mango&Dragonfruit,Coca-Cola Company,6.1
germany,4260372590370,Kolaorange,liba,9.0
germany,41045879,Spezi Zero,Brauhaus Riegele,0.5
germany,4061458153003,Stille Limo,rio d'oro,5.5
germany,4001513001245,Leichte Limo Citrus-Minze,Gerolsteiner,4.7
germany,9007175006005,Traubi soda,Waldquelle Kobersdorf,7.0
germany,4058172917899,Bio Zitronen Limo,,7.5
germany,4260372590011,liba,liba,9.5
germany,4260344213863,Kinder Cola,,3.0
germany,4035458207134,Ramune Litchee,Ramune,9.5
germany,5000112592153,Fanta Lemon & Elderflower,Fanta,6.7
germany,4062139001842,Schwip Schwapp Zero. / ohne Koffein,Schwipp Schwapp,0.3
germany,4311596604975,The real Cola by Booster,Booster,10.6
germany,4337256380324,Orangenlimonade mit Süßungsmitteln,Penny,0.0
germany,7617027009454,Ginger Ale,Apéritiv,10.0
germany,5449000094131,Fanta exotic,Fanta,0.5
germany,42030164,Zitronen Limonade,Frucade,8.0
germany,5000112548204,Mezzo Mix,Mezzo Mix,7.9
germany,8718452639564,Cola zero sugar marshmallow flavour,Jumbo,0.0
germany,42282198,Thé Noir Maté Pétillant,Lemonaid beverages,4.0
germany,4388860591637,LaMate Minze,Club-mate,5.5
germany,8600037001906,Superior Breskva Mediteranska Breskva,ReMix Kanjaz,9.9
germany,4337256384841,cola-mix,ja!,0.0
germany,5000112650730,Fanta,Fanta,7.7
germany,5000112548280,Coca Cola,Coca-Cola,10.6
germany,8712857008109,Aloe Lemon,Tropical,8.5
germany,8002270946561,Boisson aranciata amara,San Pellegrino,8.6
germany,8002270033902,Sanbitter,San Pellegrino,15.0
germany,4311596436149,Birne & Melisse,Gut&Günstig,4.5
germany,4334011037370,Tonic Water,REAL Quality,9.2
germany,20723521,Tonic water,Lidl,8.9
germany,42368991,Freeway,Freeway,9.7
germany,4388810057688,Orangen-Limonade,Ja!,8.8
germany,8718612000760,Mucho Mango,Arizona,4.8
germany,4018722527077,EXTRA zuckerfrei Passionsfrucht,Sinalco,0.0
germany,4084700673371,Apfelschorle,Odenwald Quelle,6.1
germany,4015042102809,Fruit 'n Fit Apfel-Traube-Mirabelle,Fruit 'n Fit,7.6
germany,5449000266088,light Taste exotic Mango,Coca Cola,0.0
germany,42369097,Cola zero,Freeway,0.0
germany,9015160100294,Almdudler,Almdudler,7.9
germany,4260644048417,Zerup Cherry Cola,More Nutrition,0.0
