country,barcode,product_name,brand,sugar_content_per_100g
france,3258561300740,Pulpé Orange 4 x 50cl,Belle France,10.4
france,3249290442610,Limonade Bio,,7.4
france,0897351000878,"Organic Energy Drink, Black Cherry",,8.2452431289641
france,5000112548341,Sprite  getränk,Sprite,8.0
france,00114936,Indian Tonic Water,By Sainsbury's,4.8
france,00133401,Freshly squeezed still pink grapefruit lemonade,Marks & Spencer,7.4
france,00117449,Freshly Squeezed Still Lemonade,Marks & Spencer,8.9
france,0041508511612,Sanpellecrino Orange Sanguine,San Pellegrino,10.0
france,0048500021545,Drinks,Tropicana,10.422535211268
france,0069000050569,Mtn Dew,Mtn Dew,13.0
france,0070847031116,"Rehab tea + dragon fruit + energy drink, tea + dragon fruit",Monster Energy Company,1.67
france,0074601176457,Carbonated Soft Drink,,9.5
france,0078000013283,Orange soda,Keurig Dr Pepper,12.013536379019
france,0088009320633,Orangina original,Orangina,9.5
france,0088009770636,Coca cola zero,Coca-Cola,0.0
france,0088009770728,Coca cola zero sucre,Coca-Cola,0.0
france,0088009900149,Coca Cola Life 500ml,Coca-Cola,6.6
france,0088009110630,coca cola,Coca-Cola,10.6
france,0090478410012,Mandarin Natural Flavour Soda,Jarritos,10.0
france,0090478410159,Mexican Cola,Jarritos,9.46
france,0098794000269,Root Beer,,10.704225352113
france,03846995,Soda artisanal,,8.7
france,0610764181183,Black cherry vanilla energy drink,,0.0
france,0611508171460,Resident Evil T-virus Antidote 24 Count,,27.0
france,0613008739119,Strawberry Lemonade with Fruit Juice & Honey,Arizona,4.8
france,0611269546019,Energy drink,Red bull,10.83
france,06203315,Canada Dry Ginger Ale,Canada Dry,10.0
france,0647613000388,BLOOD Orange,Lorina,27.0
france,0647613009428,"Lorina, sparkling soda, coconut-lime, coconut-lime",Geyer Freres,9.58
france,0657968290938,Pacha drink mojito,Pacha,4.9
france,0721094199707,Ginger Beer,Goslings,13.239436619718
france,0812704000602,"Jolly rancher, flavored soda, strawberry",,10.83
france,1302371810004,Dryck Paskmust,Ikea,9.3
france,2000000003783,Moyen Coca-Cola®,Mcdonald's,11.0
france,2000000003784,Coca Cola Zero (40cl),Mcdonald's,0.0
france,20023010,Cola,Freeway,10.9
france,20044800,Shortcake,Freeway,39.58
france,20072353,Classic energy drink,Mixxed Up,9.6
france,20047146,Lemon Boisson gazeuse aromatisée,Freeway,10.3
france,2023790999994,Soda goût Citron-Citron Vert,hema,10.1
france,20514747,Cola,Freeway,10.2
france,21019968,Citron Zero - Boisson rafraîchissante aux arômes citron,River,0.0
france,22160553,Waldmeister,rio d'oro,9.5
france,2484715333000,Breizh Cola,Phare Ouest,10.6
france,26003207,Orange à la pulpe,River,9.0
france,26003122,Grenadine,River,7.4
france,26003807,Orange à la pulpe,River,10.0
france,27003244,Cola River,river,11.0
france,27009345,Cola Zero,River,0.5
france,27084984,Icebtea,,0.0
france,3006214627177,Limonade,Lorina,7.5
france,3048431005260,Ricqles Menthol Soda,Ricqles,7.0
france,3057640189708,Taillefine Fiz Fruits Rouges,Taillefine,0.6
france,3057640217913,Fiz Citron Vert,Taillefine,0.5
france,3092718617417,Lemonade,Whites,3.9
france,3119780064359,Limonade,,7.8
france,3119070050000,SOWEST Le cola des Pyrénées,SoWest,10.6
france,3120580854255,Limonade,,8.0
france,3124480000576,Indian Tonic Schweppes,Schweppes,5.8
france,3124480002167,Schweppes lemon,Schweppes,6.2
france,3124480002594,Schweppes Agrum',SCWEPPES,5.7
france,3124480002716,Schweppes Agrum' Zero,Schweppes,0.3
france,3124480002730,Schweppes Agrum' Zero ,Schweppes,0.3
france,3124480071200,Gini,Gini,5.3
france,3124480151490,Indian Tonic,Schweppes,5.7
france,3124480169051,Orangina,Orangina,9.6
france,3124480180872,Orangina Miss O! Passion,Orangina,1.2
france,3124480182135,Schweppes Framboise,Schweppes,6.0
france,3124480182722,Indian Tonic,Schweppes,5.8
france,3124480182746,Tonic Indian,Schweppes,5.8
france,3124480184764,Virgin Mojito,Schweppes,9.3
france,3124480188960,Schweppes virgin mojito,Schweppes,9.3
france,3124488184995,Virgin Mojito,Schweppes,9.3
france,3124480001184,Schweppes Zéro,Schweppes,0.0
france,3124480001276,Schweppes Zéro,Schweppes,0.0
france,3124480072016,Gini Zero sugars,Gini,0.1
france,3124480171443,Schweppes Dark Side Premium Cola,Schweppes,6.4
france,3124480183491,"Orangina  1,5l",Orangina,10.0
france,3124480186904,Schweppes zéro Indian Tonic,Schweppes,0.0
france,3124480186928,Indian tonic,Schweppes,5.8
france,3124480188700,Pulco fines bulles citron & citron vert,Pulco,4.2
france,7617500194707,Limonade citron,Migros bio,9.0
france,7702090003963,Bebida refrescante,La Colombiana,7.2
france,7804638040154,Soda,,7.3
france,8000845800072,Crodino,ECM SPA - MILANO ITALIA,15.0
france,8001620004029,San Benedetto Green Tea with Aloé Vera,San Benedetto,6.8
france,8002270346583,Sanpellegrino-chinotto With Myrtle-330ml-italy,San Pellegrino,10.0
france,8002270706523,Blood Orange,San Pellegrino,4.9
france,8002270956478,Chinò,San Pellegrino,9.9
france,8002270296475,Sanpellegrino Aranciata Rossa,San Pellegrino,10.0
france,8002270386565,aranciata rodsa,San Pellegrino,10.0
france,8002270906572,La limonata,San Pellegrino,8.7
france,8004672000025,"Paoletti 0,25LT Gassosa-sitr-soodav",Paoletti,10.0
france,8014396001697,Schweps tonic,Schweppes,8.9
france,80145424,Oran Soda,Oran-Soda,12.0
france,8033976671914,Baladin Cola,Gusto Italiano,11.0
france,8056736060049,J. Gasco indian tonic,,8.0
france,8410261626802,Limonada natural light,Don Simón,5.6
france,8410408050361,Refresco de limón,Kas,4.4
france,8414100304753,Tónica Zero,Schweppes,0.0
france,8414100314646,Tonic Water,Schweppes,8.4
france,8414100244059,Tónica original,Schweppes,7.8
france,8435185944153,Citrus mix,Schweppes,7.2
france,8435185955463,Original,Orangina,8.9
france,8446426131836,Coca Cola Zero,Coca-Cola,0.0
france,8480013234067,Naranja sin gas y sin azucares,Spar,0.7
france,8712100878923,Thé Glacé Pétillant Agrumes,Lipton,5.5
france,8717700002402,Free,7 Up,0.0
france,8718612000791,Arizona Cowboy Cocktail Watermelon,Arizona,4.8
france,8718858610662,"Cassis, açaï et menthe",Charlie's Natural Soda,8.0
france,87170726,"7up, free, flavoured soft drink with sweeteners, lemon and lime",,0.0
france,8850389106433,Mogu Mogu,Sappé,11.0
france,9009700308233,Vöslauer Balance Juicy Mango-Pfirsich,Vöslauer,3.0
france,9015160109907,Almdudler Original,Almdudler,7.9
france,90494758,The Glacé,Nestea,4.5
france,90495670,Limon & nada,Minute Maid,13.0
france,90494581,Dr Pepper,Dr. Pepper,4.3
france,9311493000608,Root beer,Bundaberg,12.4
france,9421902090028,Cola Fairtrade,,9.6
france,9501046001088,Bonbon Anglais,Caprice,7.7
france,20028350,Freeway Cola,Lidl,0.4
france,5949000507032,pepsi wild cherry,pepsi,0.0
france,5000112609790,Coca-cola boite 33clx10 frigo pack masterbrand,Coca-Cola,10.6
france,8411395533783,Tónica premium floral botanicals pink,Sou Tonic,9.0
france,3257980698216,Soda Citron,Cora,7.5
france,5449000226068,Coca Zéro,Coca-cola,0.0
france,7862113550048,Fresa,Tropical,7.9000000953674
france,52018329,pepsi,Pepsi,10.9
france,0041130210624,Caffeine free club soda,,0.0
france,8002270072932,Aranciata,San Pellegrino,7.7878787878788
france,4901340689213,Calpis Soda Water,Calpis,11.0
france,3760259621605,Le tonic,,8.5
france,5000112630398,Coca cola peche,Coca-Cola,1.0
france,20514976,Freeway Orange,Lidl,9.2
france,0817793020074,Sloe lemonade,,30.0
france,5449000195517,Coca cola zéro cherry,Coca-Cola,0.0
france,5000112634761,Soda,Coca-Cola,27.0
france,5449000064110,,Schweppes,42.0
france,8428148459184,Coca cola,Coca-Cola,10.6
france,0088009110418,Coke,Coca-Cola,10.6
france,0067000110573,Zero Sugar Lemon-Lime Soda,Sprite,0.0
france,3348630000708,Coca cola,Coca-Cola,10.6
france,5000382102496,Irn-Bru Xtra,Irn-Bru,0.0
france,4060800149244,Refresco Pepsi 2'25 Litros,Pepsi,0.0
france,5902860411208,Schweppes indian tonic,Schweppes,0.0
france,8000845999974,Pelmo-soda Grapefruit Soda,,11.0
france,3124480173430,Orangina Samouraï citron,Orangina,8.2
france,4100590154506,Big Apple,Coca-Cola,5.9
france,0048500202678,Lemonade juice,Tropicana,10.0
france,5449000239662,coca cola zero sugar,Coca-Cola,0.0
france,5400514410008,Tao Green tea,,4.0
france,5949000505250,Mirinda Portocale,Mirinda,7.8
france,0627843436430,Racinette Rootbeer,,11.0
france,3350033215726,Cola classique,Monoprix,6.5
france,5000382034919,Sparkling Fruit Punch,KA,4.6
france,2935408699991,Vitamin lemonade,Hema,4.7
france,3256227093111,Cola classic,U,7.2
france,01229707,MTN DEW - (1 Liter),Mountain Dew,12.962128043282
france,8480017438911,Gaseosa,Dia,0.2
france,5601151421550,B!  Limonada,,2.6
france,50411887,Tango Orange,Britvic,4.2
france,5949000506547,Pepsi,Pepsi,0.0
france,3124480493675,Schweppes agrumes,Schweppes,5.7
france,5449000185358,Coca-Cola zéro sucres,Coca-Cola Company,0.0
france,3266810641636,Coca cola zero sucre,Coca-Cola,10.6
france,42143734,"Limonade, Orange",Freeway,9.2
france,0012000110467,Kickstart,Mountain dew,4.1666666666667
france,3439497019108,Limonade,Rochambeau,7.0
france,8572720012622,Limonade,Lorina,7.4000000953674
france,3258561301778,Diabolo grenadine,Belle France,7.6
france,8055965021029,Aranciata Rossa,Macario,12.0
france,3770009150040,Limonade,,9.1
france,3760009534223,Lim'o,,8.9
france,3760126831465,Coca cola zéro sans sucre,Coca-Cola,0.0
france,3585260000351,Limonade banane verte,La Gosse,9.0
france,8002270186622,Sanpellegrino pesca tea,San Pellegrino,4.6
france,4104760031000,Limonade,,7.7
france,5449000229083,Fanta saveur Mangue Fruit du Dragon,Fanta,6.1
france,3484700007960,Breizh Cola light,Breizh Cola,0.0
france,5449000267443,Coca-Cola Vanille,Coca-Cola,10.6
france,5449000053909,Coca-cola diet (UK),Coca-Cola,0.0
france,8007885904845,Bio Cola,Galvanina,10.5
france,8713500025207,,Hero,6.5
france,87177350,7 Up Lemon-lime (diet),7 up,0.0
france,5000112630497,Mini coca zéro sucre,Coca-Cola,0.0
france,5449000241214,Coca-Cola,Coca-Cola,10.6
france,3551720206311,Limonade sans sucres,Lorina,0.1
france,5449000011527,Fanta Orange - 330ml,Fanta,13.2
france,6928804022537,Coca Cola pêche Blanche,Coca-Cola,10.3
france,5449000028921,Coca-Cola,Coca-Cola,10.6
france,3124480184337,Orangina,Orangina,9.8
france,3168930161769,7up,7up,0.0
france,5449000000286,Coca Cola 2l,Coca-Cola,10.6
france,5449000304520,Coca-Cola Sans sucres Sans caféine,Coca-Cola,0.0
france,5449000000439,Coca Cola Original taste,Coca-Cola,10.6
france,5449000050939,Sprite,Sprite,1.9
france,8690093001439,Chill Bleu Hawai,,9.55
france,5000112547412,Coca-Cola,Coca-Cola Company,10.6
france,0762571500043,Freez Citron Gingembre,Freezmix,7.0
france,5449000214911,Coca-Cola,Coca-Cola,10.6
france,5740700996153,Fanta - Exotic,Fanta,13.2
france,5449000009067,Coca Cola Regular 2L,Coca-Cola,10.6
france,3124480157300,Schweppes lemon,Schweppes,5.6
france,8002270316531,SANPELLEGRINO Boisson pétillante au jus d'orange sanguine 33cl,San Pellegrino,8.0
france,0090478000923,Jarritos Guava,Jarritos,9.3999996185303
france,5060108450003,Premium Indian Tonic,Fever-Tree,7.4
france,54490703,"Coca-Cola Classic 0,33l",COCA-COLA EUROPEAN PARTNERS NORGE A,10.6
france,8435185101112,Orangina et sa Pulpe !,Orangina,9.8
france,5060108450386,Premium Ginger Beer,CUVECO AS,10.2
france,5000112633801,Sprite Light,COCA-COLA EUROPEAN PARTNERS NORGE A,0.0
france,8719128117249,Pepsi Max Getränkesirup,Clas Ohlson,0.0
france,5060108450348,Premium Ginger Beer,Multibev,10.2
france,8002270074288,SANPELLEGRINO ARANCIATA,Multibev as c/o cuveco as,7.8
france,90375408,"Coca-Cola Zero 0,33l",COCA-COLA EUROPEAN PARTNERS NORGE A,0.0
france,5415270100322,Kidibul - Boisson pétillante à base de jus de pomme,Néobulles,9.5
france,5010102100015,Dr pepper reg,Dr pepper,4.24
france,3596710355327,Limonade zéro à l'arôme naturel,Auchan,0.5
france,4001568200518,Vitamalz Malzbier,Vitamalz,7.9
france,3596710089970,Cola,Auchan,0.5
france,8002270366475,SANPELLEGRINO boisson pétillante au jus de citron 6 x 33cl,San Pellegrino,7.8
france,5449000155306,Fanta Orange,Fanta,0.8
france,8431876162769,LIMONADE Aux citrons pressé,Carrefour,11.0
france,3250390579014,Cola Light,Look cola,0.5
france,6111252420035,Pepsi 1L,Pepsi,11.0
france,3551720033665,Lorina mojito,Lorina,6.6
france,8018005827012,Aranciata,Polara,11.7
france,3564709000114,Limonade RIEME,Nos régions ont du talent,8.0
france,3760043710089,Limonade,,7.8
france,3257980698162,Pulpé,Cora,9.4
france,9002490100490,Red Bull,Red Bull,11.0
france,4860001120437,Natakhtari,,11.8
france,0070847020905,Ultra sunrise energy drink,Monster Energy,0.0
france,3551720204904,Limonade artisanale,Lorina,0.1
france,4335619032163,Boisson à l'orange,Solevita,7.1
france,5000112659610,,Fanta,10.9
france,3573470007017,Tonic,La Rouget de Lisle,7.9
france,5449000051547,Coca-Cola Original Taste,Coca Cola,10.6
france,50193363,Joules Gift Set,Joules,4.9
france,3057640376498,"Volvic Tee Pfirsich 1,5 L EW",Danone,3.8
france,8017596005014,,Blues,6.0
france,3258561300849,Cola,Belle France,10.8
france,5201156039653,Pepsi max zéro  sucre,,0.0
france,0079581184041,Paradise Punch Lemonade,Calypso,11.83932
france,3124480072009,Gini Lemon,Orangina Schweppes France,5.3
france,3760133823378,Fresh Agrum,LIMOUZI,8.9
france,40608754,"Pepsi, Nouveau goût !",Pepsi,10.4
france,07020254,Root Beer,A&W,0.0
france,3124480186850,schweppes Indian tonic,Schweppes,5.8
france,3290353013155,Cot citron,Chan Ou Teung,9.5
france,5449000083142,Fanta tropical exotic,Fanta,10.1
france,5449000137357,Coca cola zero® frigo pack,COCA-COLA,0.0
france,5449000151735,Vitaminwater Defence Himbeere Apfel,Vitaminwater,3.0
france,5449000017895,Coca Cola light,Coca-Cola,0.0
france,0000102081301,Coca cola,Coca-Cola,1.0
france,4002846034603,Mio Mio Mate Ginger,Mio Mio,6.4
france,3596710390434,"TUB IGLOO Goûts orange, cola, fraise, citron, menthe",Auchan,15.0
france,8002270346507,SAN PELLEGRINO Boisson pétillante au jus d'orange 33cl,San Pellegrino,7.8
france,8018005301246,Cedrata,Polara,12.0
france,5449000053213,Mezzo Mix (coca-cola) - 1.5 L,Mezzo Mix,10.5
france,7891991012867,Guarana Antarctica,,10.0
france,3596710740895,Soda citron,Pouce,0.5
france,3660992012510,Limonade à l'arôme naturel de citron avec édulcorant,Prix Mini,0.5
france,3760039986214,Sorbet plein fruit framboise sorbet plein fruit fruit de la passion,L'Angélys,24.0
france,5740700987984,Fanta - Straberry & Kiwi,Fanta,10.2
france,3256860700407,Pom'de Lisbeth,Lisbeth,5.6
france,00802857,Ginger limonade,Marks & Spencer,7.9000000953674
france,3124480186881,Schweppes pomme,Schweppes,5.6
france,5449000133335,Coca Cola Zero Sugar,Coca-Cola,0.0
france,5000112611762,Coca-Cola® Sans sucres,Coke ZÉRO®,0.0
france,3564700460887,Jean's Pure sensation cola zéro,Jean's,0.0
france,3502110008039,Pepsi Zéro sucres 2 L maxi format,Pepsi,0.0
france,3057640457913,Volvic Aro Erdbeere 75cl PET,Volvic,4.6
france,5022019010110,Boisson petillante Belvoir Fleur de Surea,Belvoir Fruit Farms,7.8
france,4005906002789,"Apfel Orange Mit Maracuja, Apfel Orange Mit Maracu...",Adelholzener,7.2
france,8017870000193,Plose Limonata,Plose,10.6
france,3760270910504,Limonade Bio,La Furieuse bio,7.0
france,4260231222152,Root Beer,tem's,13.4
france,3551720205055,Limonade sans sucres,LORINA,0.1
france,3249290032262,PUMA Cola,Puma,0.06
france,3502110009357,Pepsi Max,PepsiCo,0.0
france,3760240690740,LIMONADE ARTISANALE DU PAYS ROCHELAIS,,1.0
france,5449000052926,Fanta orange 1.5l,Fanta,11.7
france,3551720040038,Citron et concombre,,3.9
france,8801069411255,Sparkling Melon & Cream,Chupa Chups,11.9
france,4008287910353,Krombacher's Fassbrause schwarze Johannisbeere,Krombacher,6.7
france,87170146,Pepsi Max,Pepsi,0.0
france,5449000281524,Tropico,Tropico,10.0
france,8002270816475,Naranjada con gas,San Pellegrino,8.7
france,3057640406423,Volvic Aro Zitrone-Limette 75cl PET,Volvic,4.9
france,3057640423178,Volvic Juicy Grapefruit 50cl PET,Volvic,4.4
france,8437002786014,"Andin's cristal, bebida refrescante peruana aromatizada con azúcar y edulcorantes",América,4.9
france,3770008260481,Jus de petit cola,,0.85
france,4002208017510,Fassbrause Orange,Gaffel,4.5
france,50107438,IRN BRU,Barr,4.5
france,8050327350328,Mojito soda,CRODO,12.0
france,0611269991000,Original Energy Drink,Red Bull,10.8
france,3124480184320,Orangina,Orangina,9.6
france,8010795000774,la nostra limonata BIO con limoni di Sicilia,Scaldasole,7.2
france,4000140700149,Tonic Water,Schweppes,8.9
france,8718858615162,Premium Indian Tonic,,4.9
france,6130695111393,Selecto Hamoud boualem 2ل,Hamoud Boualem,10.2
france,5601151968604,Sumol orange,Sumol,3.1
france,3560071421441,Cola,CARREFOUR,8.4
france,8850389116487,Mogu Mogu,SAPPÉ,10.9375
france,3502110003492,Mirinda Boisson gazeuse goût citron 2 L,Pepsico,11.7
france,0079581184058,Island wave limonade,Calypso,12.050739957717
france,3057640503528,"Volvic essence Gurke-Minze-Basilikum 0,75L",Volvic,0.0
france,3057640539923,"Volvic Limotion Grapefruit 0,9L EW",Volvic,4.2
france,3057640529788,"Volvic Bio Coffee mit Mocca- & Zitronengeschmack 0,75L EW",Volvic,2.3
france,3174780000363,,Coca cola,10.6
france,5449000239785,Mini coca cola zero sucres,Coca-Cola,0.0
france,3760121211637,Limonade bouteille réemployable,Biocoop,8.1
france,5060108450287,Ginger Ale,Fever-tree,7.9
france,4902494008004,Hata Ramune Soda,Hatakosen,9.5
france,87177756,7up,7up,4.6
france,3124480185020,Orangina zéro,Orangina,0.5
france,3826389111628,Mogu Mogu - Melon flavor drink,Mogu Mogu,12.0
france,5449000148445,Tonic water,Schweppes,8.9
france,3596710405060,Cola Classic,Auchan,8.4
france,3596710431939,Soda Lemon limeGoût citron et citron vert,Auchan,7.4
france,3254560601680,Tonic,Auchan,7.3
france,3596710431946,"Soda Mojito sans alcoolGoût citron, citron vert et menthe",Auchan,9.0
france,3596710322381,Cola Classic,Auchan,8.4
france,8050327350045,Oran soda,Terme di Crodo - Royal Unibrew,9.5
france,8850389111352,Mogu mogu,Sappe Public Company Limited,12.0
france,5029396322782,Curiosity Cola,Fentimans,7.8
france,5449000092861,Coca cola,Coca-Cola,10.6
france,5310043000284,Prilepska GAZOZA,,10.0
france,4260178730123,Bio Limonade Rhabarber,Proviant,6.9
france,3290352015334,Cot ananas,COT,8.5
france,0025000040887,Simply Limeade,Simply Beverages,11.67
france,0025000044984,Simply lemonade,Simply Beverages,9.5833333333333
france,5060108450515,Mediterranean Tonic Water,Fever-tree,7.4
france,5057753325442,No Added Sugar Double Strength Orange Squash,Tesco,0.1
france,8010335020033,chin8,neriI.B.G.,11.6
france,5449000050229,Coca-cola light 2L,Coca-cola,0.0
france,8717700001009,7up,Seven up,7.0
france,3124480001429,Schweppes zéro Indian Tonic,Schweppes,0.0
france,3256860703514,Elsass Cola,Elsass Cola,9.4
france,3289196810045,Cola équitable sans caféine,Vitamont,9.6999998092651
france,3770004173792,Euskola Original,EUSKOLA,9.0
france,5410188033663,Pepsi max,Pepsi,0.0
france,5410188033731,Pepsi Max Lemon,Pepsi,0.0
france,5942045330191,Нектар от портокал и манго,Granini,10.0
france,5400119513371,Lemonade,Delhaize,6.9
france,3279068000193,King tamarin,King,11.2
france,5449000008763,Fanta Laranja,Fanta,7.8
france,5449000142573,Limon & nada,Minute Maid,13.0
france,5449000245199,Fanta saveur mangue et fruit du dragon,Fanta,6.1
france,3760065700907,La limonade délicieuse,Brasserie d olt,5.4
france,3560070824441,Limonade à l'arôme naturel de citron,PRODUITS BLANCS,0.0
france,7640150491001,El Tony Mate,El Tony,5.8
france,8809005029571,Sparkling Plum,SFC Bio,14.6
france,20286767,freeway tonic,Freeway,8.9
france,8888196185013,Natsbee Honey Lemon,Pokka,8.0
france,3770004509287,Limonade Bio,Leamo,5.539999961853
france,5601151976807,Pepsi-cola (diet)-330ml-max Zero Aããcar Uef-portugal,Pepsi,0.0
france,5060108450225,,Fever-Tree,2.9
france,3274490970571,Cassis basilic menthe,Fizz,4.6
france,5449000099976,Sprite ice cube,Sprite,4.6
france,0079581184102,Grapeberry Lemonade,Calypso,11.0
france,5022019060115,Freshly Squeezed Lemonade,,7.98
france,6212201061016,Diet pepsi,Pepsi,0.0
france,19452593,Diabolo,River,7.4
france,8002200170950,Sparkling Coffee,Kimbo,10.0
france,8606003340536,Pepsi cola zero,Pepsi,0.1
france,8435185962379,Orangina zero,Orangina,1.2
france,5410188033847,Seven up free,7up,0.5
france,3760043800261,Limonade,,9.1
france,5285000320388,7up,7up,11.0
france,5400247061751,Soda Orange,Winny,0.0
france,5400514321045,Mister lemon,Bionina,12.0
france,5410221501111,Indian tonic,Schweppes,9.0
france,6111243860994,Ice tonic,,0.0
france,8002270146527,San Pellegrino Sparkling Limonata,San Pellegrino,4.7
france,90492969,Kinley Ginger Ale,Kinley,6.5
france,90494055,Fanta Mango,Fanta,9.8
france,4060800107008,Seven Up,Seven up,7.0
france,3564800814269,Diabolo grenadine Sprink's,,9.2
france,4056489005599,Freeway Cola,freeway cola,4.8
france,87126815,Fanta Fanta Grape Big Buddy 1Ea 500 ML,Fanta,8.4
france,5449000042156,Fanta Fruit Twist,Fanta,4.8
france,80335412,Brasilena,Calabria acqua minerale,11.1
france,8002270086663,Clementina,San Pellegrino,8.9
france,8057192001010,Oran Soda,Terme di Crodo,9.5
france,8023701021893,Bergotto,La Spina Santa,9.45
france,3245412730252,Pulp' saveur orangelight,Carrefour,1.4
france,80141136,Siesta Lemon,Romanella,10.4
france,5000112564044,Fanta lemon,Fanta,11.4
france,8054377870249,Molecola senza zucchero,Molecola,0.0
france,8014396001475,Schweppws gusto agrumi,Schweppes,10.6
france,5449000020697,Cola light,Coca-Cola,0.0
france,5352201084217,Pepsi Max,Pepsi Max,0.0
france,3770025833170,Limonade la templière,,5.4
france,0011152225616,Ramune Melon,Kimura,10.0
france,0012000808593,Ting grapefruit soda,Pepsi-Cola Jamaica Bottling Company,12.2
france,0070847016205,Ultra Blue,Monster,0.0
france,5601151971987,Sumol Orange,Sumol,3.1
france,0000087177756,7Up,7Up,10.4
france,7613034555991,Limonade Pamplemousse Romanette,Nestlé,10.6
france,7610029155655,Cola zero,Denner,0.0
france,3289196200020,FIZZY LEMON,Jardin bio,6.7
france,8718858612239,Rose Lemon Ade,The Tailor Craft Soda,4.9
france,5000382018438,blackcurrant and apple,simply fruity,1.3
france,3256224754190,Diabolo pêche,U,9.0
france,3256225541645,Cola Classic,U,7.4
france,3256860701008,Queen's Tonic,,9.0
france,3256860702302,Bio Liness limonade,Liness,8.6
france,3256860702029,Limonade 125 cl,Liness,9.0
france,3257982140874,Cola Zero Sucres,Cora,0.0
france,3257981860131,Cola,Cora,10.5
france,5601045108208,7 Up,Sumol,7.3
france,59505525,VAL Lime,,7.1
france,5000112651324,[Coca-Cola] Carbonated softdrink with cola taste,The Coca-Cola Company,10.6
france,4056489009931,Pulp' Orange,Freeway,8.4
france,5017818800116,Dr Pepper,Dr Pepper,6.8
france,3760267700255,Limonade à l'ancienne,Cordoeil,9.0
france,8001160008235,Miranda,,7.0
france,3551720022935,Limonade Zero,Lorina,0.0
france,3258561300818,Cola,Belle France,10.8
france,3258561300894,Limonade light,Belle France,0.2
france,3258561300757,"Orange Pulpe 50Cl Bf,",Belle France,10.4
france,3258561300788,Diabolo menthe,Belle France,7.8
france,3258561300825,Cola  zero,Belle France,0.1
france,3263855093314,Leader Price Cola (diet) - Zero Sucres,Leader Price,0.0
france,3263857123019,Orange Light,Leader Price,1.1
france,3263857143017,Cola light,Leader Price,0.2
france,3263857160915,Soda citron,Leader Price,9.1
france,3263855090993,Pulpé orange,Leader Price,10.0
france,3263855096124,Soda agrumes zéro,Leader Price,0.2
france,3263857162018,Kids diabolo menthe,Leader Price,9.1
france,3279060021325,Boisson pétillante aromatisée,,8.8
france,3285590603689,Limonade Bellot,Limonades Bellot,7.9
france,3288194803004,Big cola,Big Cola,10.6
france,3289196820013,Limonade Bio d'Antan,Vitamont,9.4
france,3290352015150,Cot ananas,Chan Ou Teung,8.5
france,3289196820044,Cola Biologique au Sirop d'Agave,Vitamont,9.4
france,3292090000078,Saveur orange,Fanta,6.4
france,3292090001501,Fanta Exotique,Fanta,6.5
france,3292090136241,Coca-cola zéro,Coca-cola,0.0
france,3292090235432,Royal soda zéro sucre Kampane,ROYAL SODA,0.2
france,3292481520024,Limonade artisanale,La Mortuacienne,6.9
france,3292090000252,Royal Soda Grenadine,Royal soda,12.5
france,3292090001303,Fanta Kampane,Fanta,9.7
france,3292090135251,Coca Cola Life,Coca Cola,6.7
france,3292482520108,La Mortuaciene Grenade,La Mortuacienne,7.9
france,3350031917318,Limonade,Monoprix,8.3
france,3350033293410,Cola Zero,Monoprix,0.2
france,3410280058450,Cola,,11.0
france,3450970004688,Cola,eco+,1.5
france,3484700003610,Breizh Cola Stévia,Breizh Cola,5.1
france,3484700008059,Breizh Cola,Breizh Cola,10.6
france,3484705000072,Limonade,Breizh Cola,8.6
france,3484700001159,Breizh Agrum,Breizh Cola,8.8
france,3502110005038,Pepsi,Pepsi,10.9
france,3502110006844,"Lipton Liptonic l'original pétillant 1,5 L",LIPTON,7.9
france,3502110007650,Saveur Cocktail Exotique,7uP,11.0
france,3502110007995,Pepsi max - Un maximum de goût zéro sucre,Pepsi,0.0
france,3502110008244,"Max, boisson gazeuse aux extraits naturels de végétaux avec édulcorants",Pepsi,0.0
france,3502110009739,Pepsi,Pepsi,10.9
france,3502110010575,Pepsi Max,Pepsi,0.0
france,3498640773045,Corsica Cola,Corsica Cola,11.4
france,3502110002686,Mirinda -Goût Orange,Mirinda,7.0
france,3502110006301,7up cherry,7up,10.2
france,3502110007353,7UP Citron & Citron vert,7UP,10.0
france,3502110009050,"7UP saveur citron & citron vert format familial lot de 4 x 1,5 L",7UP,4.6
france,3503780008466,Mojito,granini,9.4
france,3546530003557,Cola,Paris Cola,10.9
france,3546530004745,Paris Cola Zero,Paris Cola,0.0
france,3546530003540,Boisson Gazéifiée à L'arôme Naturel - Paris Cola,Paris Cola,10.9
france,3551720002715,Limonade artisanale,Lorina,9.0
france,3551720034419,Limonade,Lorina,7.5
france,3551720034648,Mojito sans alcool,Lorina,11.0
france,3551720037519,Limonade Artisanale,Limonade Artisanale,8.0
france,3551720037656,soda aux agrumes de Corse,Lorina,8.7
france,3551720446441,Limonade Artisanale,Lorina,9.0
france,3551720004177,Limonade Au Citron,Lorina,9.0
france,3560070345571,Cola Light Carrefour Discount,Carrefour Discount,0.0
france,3560070357819,Limonade,Grand Jury,8.9
france,3560070777440,Cola,Carrefour,9.3
france,3560070824656,LIMONADE Artisanale,Carrefour,7.4
france,3560071009038,Cola,Carrefour,8.4
france,3564700002711,Cola light,Jean's,0.0
france,3564700368220,Jean's - Cola light lemon,Jean's,0.1
france,3564700407721,Jean's Pure sensation cola classic,Jean's,9.5
